NCM;CNAE
73069010;24318
73079200;24318
81083000;24491
84313110;28224
84413090;28658
84490010;28631
84748090;28526
84772090;28691
84818092;28135
85413029;26108
85441910;27333
87033310;29107
90192020;32507
90213940;32507
48102290;17214
52010010;1393
58012600;13219
61041910;14126
61124100;14126
62082900;14118
71069290;24423
72192400;24229
72202090;25993
74093190;24431
74121000;24431
84532000;28640
84632099;28402
84735033;26221
85271330;26400
87111000;30911
92089000;32205
94031000;31021
94037000;31039
52051390;13111
55122100;13235
55131100;13235
62029200;14126
70159010;23192
70199090;23192
72011000;24113
73158100;25926
74040000;24431
84012000;28691
84099914;29417
84553010;28615
84601900;28402
84689090;28402
85158090;28402
85322190;27902
91052900;26523
95061200;32302
48101981;17222
48239091;17419
51091000;13120
54012011;13146
55169100;13235
60049010;13308
60063300;13308
61071100;14118
63061990;13545
63064010;13545
64019990;15394
69039012;23419
72042100;24211
74199920;25926
75061000;24491
76072000;24415
81101010;24491
84099190;28119
84399990;28658
84483999;28631
84511000;28631
84519090;28640
85171223;26329
85392910;27406
85437011;27902
87042320;29204
87085099;28534
48101481;17214
52079000;13111
52091100;13219
52112090;13219
54011012;13146
54024400;20401
55039020;20401
62045300;14126
62149010;14142
65050031;14142
67021000;32990
69021090;23419
72083690;24229
72119010;24245
72162100;24237
73049090;24237
73160000;25993
74093119;24431
83051000;25993
84137080;28127
84186940;28232
84233011;28291
84359000;28623
84633000;28402
85142019;28216
85423120;26108
85437050;27902
89079000;30113
90072020;26701
90328100;26515
48115123;17214
55082000;13146
60039000;13308
61051000;14126
61169900;14142
62045100;14126
63023100;13219
66019900;32990
68022900;23915
69032010;23419
71039900;32116
72224090;24237
73181400;25926
73182200;25926
74199910;25926
76041021;24415
79070090;24491
81039000;24491
82090090;25438
84212919;28291
84304120;28526
84332090;28330
84339090;28330
84515010;28631
85072090;27210
85153110;28402
85258011;26311
87013000;28313
90065929;26701
90152090;26515
90221200;26604
91131000;26523
95089010;28291
96122000;32990
48041100;17214
49029000;18113
52010090;13111
52041140;13146
52052390;13111
58013600;13235
58062000;13596
60041014;13308
61046200;14134
62033200;14126
62034900;14126
64019910;15394
72125010;24245
72139110;25993
72261100;24229
73042390;24237
73251000;24512
79039000;24491
84149020;28232
84483923;28631
84775919;28666
85013220;27104
85118010;29450
85153190;28402
85166000;27511
85402090;26108
90109010;26701
48101482;17222
48236900;17494
54023900;20401
56029000;13545
62159000;14142
63041100;13511
63049200;13511
70052100;23117
79070090;25993
84059000;28291
84112200;30423
84243010;28291
84669360;28402
84818011;28135
84829130;28151
85079010;27228
86080012;30326
90183212;32507
90303990;26515
48063000;17214
52121400;13219
54034100;13138
54060020;13138
68118900;23303
71141900;32116
72042100;24237
72052100;24211
72122010;24245
72191200;24229
73063000;24318
73170090;25926
74112290;24431
82084000;25438
84099118;29417
84109000;28119
84186999;28232
84314390;28542
84439921;28291
84481110;28631
84733019;26221
84735010;26108
84829190;28151
85171100;26329
85408100;26108
85481090;27902
90101010;26701
90172000;26515
90273011;26515
90275090;26515
96121012;32990
48115122;17222
55032090;20401
59032000;13545
60019200;13308
64021900;15394
71051000;32116
72091600;24229
73211900;28291
73239200;25934
73261900;25314
76052110;24415
82019000;25438
84073410;30911
84139190;28127
84186931;28232
84224030;28291
84248111;28330
84451910;28631
85072010;27210
85171891;26329
85322590;27902
85407900;26108
85415010;26108
86069100;30318
90184999;32507
90275040;26515
90302021;26515
96020090;32990
48044200;17214
48055000;17214
51052910;13120
56049021;13596
76052910;24415
84148032;28143
84148033;28143
84191910;28216
84632010;28402
84735031;26221
85071090;27210
85118030;29450
85176229;26311
85195000;26329
85340059;26108
85459020;27902
87032100;29107
90283090;26515
90309010;26515
91081190;26523
54078100;13235
56039240;13545
60053100;13308
61044100;14126
61044900;14126
62143000;14142
63031200;13511
65020090;14142
72163100;24237
72223000;24237
73142000;25926
73201000;25926
76069100;24415
84099115;29417
84335911;28330
84349000;28623
84440090;28631
84483992;28631
84629910;28402
85177010;26311
85331000;27902
85369010;27325
87087010;29492
90118090;26701
91039000;26523
95030080;32400
96050000;15211
96062900;32990
48043110;17214
52052700;13111
58063100;13596
60011090;13308
62102000;14134
62114300;32922
71023100;8932
71110000;24423
72201210;24229
74151000;25926
79011191;24491
81053000;24491
83062100;25993
83071010;24393
84163000;28216
84192000;32507
84198930;28291
84261100;28224
84485930;28631
84529091;28640
84742090;28526
84818094;28135
84829910;28151
85176199;26311
85235200;26108
85235990;26809
85414029;26108
94015100;31039
97060000;90027
52085100;13219
52094100;13219
62032200;14126
68041000;23991
73021090;24237
73144200;25926
73181100;25926
73182900;25926
73211200;28291
74072921;24431
84073200;30911
84254100;28224
84295192;28542
84382019;28623
84439911;28291
84553020;28615
84804990;25438
85151100;27902
85235190;26809
85372090;27317
87150000;30920
88023090;30415
90251190;26515
90308410;26515
54024510;20401
55129110;13235
55141200;13235
56031190;13545
57031000;13529
59113100;13545
61101200;14223
62103000;14126
65050019;14142
69031090;23419
84099117;29417
84289030;28224
84490099;28631
84521000;28640
84731010;28291
84762100;28291
85042200;27104
85261000;26515
85271200;26400
85414016;26108
85437034;27902
85462000;23494
87082911;29492
88051000;28691
90069110;26701
90121010;26515
90330000;26515
91022900;26523
91149090;26523
95044000;32400
48102210;17214
48239099;17419
70139110;23192
70151010;23192
71061000;24423
73044190;24237
73130000;24245
83061000;25993
84021900;25225
84099114;29417
84149031;28143
85073019;27228
85167920;27597
85279110;26400
85301010;27902
85353017;27317
86090000;29301
87042120;29204
87043190;29204
48025899;17222
48030010;17109
52061500;13111
52105100;13219
54023290;20401
54025900;20401
56012219;13545
56072900;13537
60052300;13308
72193100;24229
84148012;28143
84149039;28143
84642090;28402
84669320;28402
84779000;28666
84823000;28151
84841000;29417
84862000;28691
85079020;27228
85131010;27406
85176291;26311
86071990;30326
94051092;27406
48045100;17222
48109290;17214
56050010;13596
63024000;13511
64029910;15335
72072000;24211
73231000;25926
76012000;24415
84073490;30911
84193900;28631
84238900;28291
84324000;28330
84401020;28691
84431790;28691
84483230;28631
84717033;26221
84778010;28691
84829120;28151
85152100;28402
85176249;26311
87085091;28313
87085091;28534
87149600;30920
87149910;30920
88021210;30415
90328923;29450
95030097;32400
48201000;18130
49011000;58115
51053100;13120
52064200;13111
52082300;13219
54081000;13235
55099100;13138
59031000;13545
61022000;14126
61046900;14126
64019200;15394
70109022;23125
70159090;23192
71131900;32116
72105000;24229
73101090;25918
73144100;25926
84133020;29417
84195022;28291
84199039;28291
84314100;28224
84771091;28691
84831050;28151
85063090;27210
85365030;27325
87042330;29204
87082993;29492
89020090;30113
90184920;32507
90229012;26604
91021110;26523
94018000;31021
94039010;31012
95051000;32990
95081000;28291
96062200;32990
48026299;17214
48162000;17419
52053500;13111
52085990;13219
55142200;13235
55169300;13235
58013100;13235
63051000;13596
72163300;24237
73211200;27597
74082100;24431
74101112;24431
78019900;24491
82021000;25438
84304920;28518
84423010;28691
84431990;28691
84642010;28402
84798190;28691
85049020;27406
85078000;27210
85167100;27597
85211010;26400
85229030;26400
85272900;26400
85318000;27902
85364100;27325
85402011;26108
85411012;26108
87085099;28313
88026000;30415
90139000;26701
90183929;32507
90259010;32507
90314920;26515
90318011;26515
95030029;32400
48103990;17222
48115930;17214
49051000;58212
55031910;20401
60033000;13308
61071900;14118
62160000;14142
63064090;13545
72083700;24229
81052010;24491
84099969;29417
84198911;28291
84321000;28330
84529092;28640
84563011;28402
84714190;26213
84723020;28291
84834090;28151
85043219;27104
85079010;27210
85176252;26311
85299011;26311
90065310;26701
90308990;26515
48195000;17338
49030000;58115
51053900;13120
53012910;13120
56012299;13545
60011020;13308
61178090;14142
70023100;23192
70139190;23192
72021100;24121
72081000;24229
72125090;24245
72164090;24237
73218900;28291
84158290;28241
84178010;28216
84213990;29417
84232000;28291
84282010;28224
84304990;28518
84471200;28631
85232990;26809
85365020;26311
87042130;29204
90142030;26515
90251990;26515
94015900;31039
52122100;13219
60012200;13308
61033100;14126
61152910;14215
62099010;14126
64029190;15335
68042211;23991
70071100;23117
72179000;24245
72254090;24229
73182400;25926
74099000;24431
81019400;24491
84073190;30911
84128000;28119
84312090;28224
84734010;28291
85119000;29450
85198110;26400
85285910;26400
85367000;27325
88032000;30423
90283021;26515
90328924;29450
91109000;26523
91112010;26523
95066100;32302
52051310;13111
52104990;13219
55162200;13235
56049022;13596
57050000;13529
59049000;22293
61083100;14118
71041000;20193
72083810;24229
72112300;24245
72126000;24245
72262090;24229
72269100;24229
81021000;24491
84143091;28143
84272090;28224
84314922;28526
84522110;28640
84690021;28291
84732990;28291
84771019;28666
85013110;27104
85044030;27104
85232929;26809
87083019;29433
87089990;28534
90182020;26604
90269020;26515
91051100;26523
91101190;26523
95030040;32400
95069900;32302
52029900;13111
54072000;13235
55132100;13235
61062000;14126
62046100;14126
63062910;13545
63080000;13511
71101100;24423
72166110;24245
72201290;24229
74061000;24431
75012000;24491
82076000;25438
83030000;25993
84073190;29107
84238200;28291
84335200;28330
84439942;28291
84572090;28402
85073011;27228
85323010;27902
85444200;27333
85447030;27333
85461000;23192
87031000;29107
95030021;32400
95059000;32990
96032100;32914
48043990;17214
48219000;17419
49070010;18121
53062000;13120
54026110;13138
55159990;13235
61072100;14118
62142000;14142
63026000;13219
68101100;23303
69071000;23427
72091800;24229
73053100;24318
73102110;25918
73249000;25934
75021090;24491
78011090;24491
79012090;24491
82077010;25438
84145910;28232
84149033;28143
84191100;27597
84194010;28291
84515020;28640
84563019;28402
84569000;28402
84716062;26221
85163300;27597
85166000;27597
85271910;26400
87043110;29107
87043190;29107
87168000;30997
90189039;32507
90192090;32507
90248019;26515
91029900;26523
48044900;17214
48194000;17311
48203000;17419
51011110;1539
51123010;13227
59019000;32990
61033200;14126
61159900;14215
62034900;14134
72071900;24211
72259910;24229
73012000;24245
73069090;24318
84073310;29107
84439912;28291
84459030;28631
84613010;28402
85013210;27104
85193000;26400
85229010;26400
85371030;27317
86071110;30326
90022090;26701
90049010;32507
90059010;26701
90189031;32507
92099100;32205
48025691;17214
48026291;17214
48120000;17494
52064400;13111
53012120;13120
58012300;13219
58089000;13596
62111100;14126
63029990;13511
63059000;13235
65050012;14142
72281010;24237
75062000;24491
81093000;24491
83016000;25420
84224020;28291
84482090;28631
84573010;28402
84604019;28402
84609012;28402
84689020;28402
84723010;28291
84849000;28291
85015120;27104
85167910;27597
85481010;27902
89011000;30113
90182090;26604
90303200;26515
90328919;27317
93052000;25501
96139000;32990
48193000;17320
59070000;13545
62032200;14134
63022900;13227
63023200;13235
63052000;13219
70032000;23117
72149100;25993
74071029;24431
82023900;25438
84148038;28143
84433239;26221
85171219;26329
85232933;18300
85322200;27902
87164000;29301
48052400;17214
52053300;13111
53013000;13120
54011011;13146
54077200;13235
55013000;20401
55141910;13235
56031350;13545
57019000;13529
61031090;14126
61071200;14118
62031100;14126
67010000;32990
72173090;24245
73141900;25926
78060090;25993
84021200;25225
84049010;25225
84295199;28542
84368000;28330
84836019;28151
85163200;27597
85271990;26400
85389090;27317
85447010;27333
87043220;29204
87085011;28313
87085012;28534
90015000;32507
90308290;26515
90328983;26515
93039000;25501
48025710;17214
48051900;17214
48062000;17214
48101981;17214
52093900;13219
53050090;13120
55134911;13235
61032990;14134
61061000;14134
61151092;14215
70109011;23125
72193500;24229
72292000;24245
84331100;28330
84424020;28691
84451925;28631
84572010;28402
84602900;28402
84717032;26221
84768100;28291
85015320;27104
85123000;29450
85211090;26400
87089100;28313
87089510;29492
88022090;30415
90021110;26701
90065921;26701
90328921;29450
94054090;27406
95073000;32302
48232010;17494
52061300;13111
55161300;13235
61151029;14215
61152990;14215
72022100;24121
72141010;24237
73143100;25926
75022000;24491
81011000;24491
84219920;28291
84295119;28542
84306919;28542
84413010;28658
84609090;28402
84649090;28402
84798290;28691
85015220;27104
85044040;27104
85143029;28216
85416010;26108
89061000;30113
90039090;32507
90221910;26515
48025799;17222
48232091;17494
49089000;58298
52029100;13111
56039190;13545
62033300;14126
68118100;23303
70139900;23192
72012000;24113
72283000;24237
72299000;24245
73221100;25217
81029500;24491
84082020;29107
84137090;28127
84248190;28330
84361000;28330
84384000;28623
84659400;28402
84735039;26221
85011021;27104
85232923;26809
90192040;32507
90328984;26515
95063200;32302
96140000;32990
55093200;13138
56012190;13545
56079010;13537
60053300;13308
61044200;14126
62032300;14126
62046200;14134
72122010;25993
72123000;25993
74112210;24431
79011199;24491
82055900;25438
82077090;25438
84099999;29417
84243030;28291
84472010;28631
84483922;28631
84502010;28640
84689010;28402
85255021;26311
85437012;27902
85446000;27333
90213999;32507
95065900;32302
96085000;32990
48044100;17214
48115123;17222
48181000;17427
52114290;13219
56039210;13545
60019900;13308
63024000;13219
68069090;23991
68159110;23419
70022000;23192
72199010;24229
73083000;25128
74032900;24431
74082911;24431
74112910;24431
76042911;24415
82119290;25438
83040000;25993
84313190;28224
84369100;28330
84433115;26221
84561011;28402
84669100;28402
84733034;26221
84734070;28291
85124010;29450
85171213;26329
85176251;26311
85299090;26400
85451990;27902
87082991;29492
95069100;32302
48103210;17214
48115922;17214
54024990;20401
55019000;20401
55129910;13235
56022900;13545
61019090;14126
61109000;14223
62042300;14126
65020010;14142
65040090;14142
69131000;23494
70134210;23192
71129100;24423
71181090;32116
72189900;24211
73211100;28291
74111010;24431
84122110;28127
84149010;28127
84454090;28631
84832000;28151
84835010;28151
85229040;26400
85414023;26108
90019010;26701
90031100;32507
90131090;26701
90183921;32507
90304020;26515
91040000;26523
96019000;32990
96083000;32990
48025710;17222
48054090;17222
49021000;18113
55095900;13138
56013010;13545
62021900;14126
62029300;14126
62044300;14126
62079910;14126
63079010;32922
68062000;23991
68080000;23303
69029090;23419
71171900;32990
72111900;24245
75011000;24491
81049000;24491
82119310;25438
83111000;25993
84136019;28127
84159090;28241
84193200;28658
84223029;28291
84283930;28224
85044021;27104
85049040;27104
85176231;26311
85321000;27902
85404000;26108
88052900;28691
90022010;26701
90259090;26515
90278030;26515
90281090;26515
90303329;26515
90328981;26515
91081900;26523
93040000;25501
94059100;23192
48081000;17338
48115128;17222
51062000;13120
54078200;13235
55134100;13235
57049000;13529
58013200;13235
61130000;14134
62099090;14126
69031040;23419
70132800;23192
73045990;24237
73269090;25993
84069029;28119
84194020;28291
84433990;28291
84481120;28631
84621090;28402
85011011;27104
85441990;27333
87149990;30920
90272012;26515
92093000;32205
96086000;32990
48204000;18130
60024020;13308
61061000;14126
70010000;23192
72044100;24211
72044900;25993
73182100;25926
84069011;28119
84143099;28143
84172000;28623
84178020;28216
84213100;28291
84342090;28623
84451120;28631
84818097;28135
85059080;27902
85076000;27210
85094010;27597
85176292;26400
85232932;18300
85299019;26311
85312000;27902
85423320;26108
88023029;30415
90181210;26604
90314990;26515
91011100;26523
92021000;32205
95030099;32400
52041120;13146
52052100;13111
55134990;13235
57025020;13529
58063900;13596
60041091;13308
62092000;14126
62105000;14126
70060000;23192
70191210;23192
71042090;20193
72029100;24121
72202090;24229
73241000;25934
84185010;28232
84213910;28291
84609019;28402
84729091;28291
84771011;28666
85169000;27511
85423110;26108
87032290;29107
87085099;29425
88021290;30415
91021220;26523
91059100;26523
48026999;17214
49089000;18130
54079100;13235
55161200;13235
56031240;13545
62043900;14126
62072200;14118
62179000;14142
70109090;23125
72125010;25993
73045919;24237
76081000;24415
84014000;25225
84134000;28127
84304910;28526
84304920;28526
84431190;28691
84433221;26221
84522921;28640
84529093;28640
84529094;28640
84624900;28402
84751000;28691
84791010;28542
84806000;25438
84861000;28691
85024010;27104
87032390;29107
87033390;29107
87089482;29441
90181290;26604
90229019;26604
90248021;26515
90261019;26515
90312010;26515
93070000;25411
48116090;17222
54075210;13235
55159100;13235
55161400;13235
56031140;13545
58064000;13596
61043300;14134
67030000;32990
69039091;23419
71159000;32116
76032000;24415
82042000;25438
84099999;28119
84198991;28232
84293000;28542
84512990;28631
84542090;28615
84733049;26221
84772090;28666
84773010;28666
84774010;28666
84778090;28666
84819090;28135
84836090;28151
85044022;27104
85065090;27210
85164000;27597
87082995;29492
90189093;26604
90221411;26604
90251110;32507
90302010;26515
48052500;17222
48064000;17214
48172000;17419
52071000;13111
52094900;13219
54041919;20401
60041011;13308
61081900;14118
61124900;14126
62042200;14134
84199090;28216
84289020;28224
84381000;28623
84399910;28658
84439932;28291
84472030;28631
84594000;28402
85176142;26311
85322510;27902
85340020;26108
88024010;30415
90021900;26701
90183924;32507
90221999;26604
90289010;26515
90292020;26515
91149020;26523
48195000;17311
52010010;1121
55141100;13235
55151300;13235
61031010;14126
61123900;14126
62045200;14126
62114900;14126
74092100;24431
74181000;25926
79050000;24491
81121300;24491
82075019;25438
82159990;25411
84082030;28119
84099917;29417
84101200;28119
84136011;28127
84138200;28127
84212300;28291
84248990;28291
84595100;28402
84752990;28691
86021000;30318
87082100;29492
87082911;28534
87091900;28224
90066100;26701
90132000;26701
90142020;26515
48101481;17222
48211000;17419
59069100;22196
62079990;14126
62122000;14118
68129920;23991
73042310;24237
73069020;24318
84148013;28143
84179000;28216
84211210;28640
84563090;28402
84688010;28402
85232931;18300
85311090;27902
85352100;27317
87089412;28313
90183910;32507
90219011;26604
90258000;26515
48025699;17222
51082000;13120
52061400;13111
56039310;13545
56039320;13545
56072100;13537
57011012;13529
58081000;13596
58109900;13596
61033900;14134
62046900;14126
65070000;14142
66019110;32990
68010000;23915
69120000;23494
70053000;23117
72052990;24211
72164010;24237
73053900;24318
83052000;25993
84248129;28321
84433238;26221
84733039;26221
85043119;27104
85094040;27597
85176191;26311
85182100;26400
85362000;27325
87052000;29204
91091000;26523
92099900;32205
94013010;31012
95030070;32400
48115923;17222
48239099;17494
52010020;13111
52093200;13219
52094290;13219
68159911;23991
69091290;23494
72083910;24229
72159010;24237
73229090;27597
84129090;28127
84304990;28526
84462900;28631
84596900;28402
84651000;28402
85171239;26329
85269100;26515
85411019;26108
90269010;26515
48115121;17214
48119010;17214
51021100;1539
51119000;13227
52095900;13219
58021100;13219
59021090;13545
62034200;14126
65040010;14142
67049000;32990
72111900;25993
72139110;24237
72230000;24245
72261900;24229
73062100;24318
73218100;27597
82075090;25438
84198920;28216
84439933;28291
84461010;28631
84798921;28691
85015190;27104
85437013;27902
87060090;29204
48103110;17222
48239020;17494
55131900;13235
56039120;13545
58042100;13596
65061000;32922
68159913;23991
69039019;23419
72052920;24211
73269090;25322
84091000;30423
84148090;28232
84433237;26221
84771019;28691
84789000;28623
84871000;25993
85081900;27597
85176293;26400
90021120;26701
90219019;32507
90248011;26515
90303390;26515
96100000;32990
48171000;17419
55051000;20401
56039390;13545
56074900;13537
68129200;23991
68159919;23991
69091210;23494
72249000;24211
72284000;24237
73043910;24237
74050000;24431
84089090;28119
84362900;28330
84561090;28402
84642029;28402
84839000;28151
85044090;27104
85112090;29450
85144000;28216
85176219;26311
87042290;29204
87115000;30911
88039000;30423
90189029;32507
90189095;32507
90275050;26515
48025810;17222
48054090;17214
51099000;13120
54071011;13235
59029000;13545
61041300;14126
62069000;14126
68152000;23991
70199010;23192
71081310;24423
72029910;24121
82119320;25411
84118200;28119
84705090;28291
84715020;26213
84742010;28526
85065010;27210
85406010;26108
85409110;26108
93032000;25501
94011090;30423
96121011;32990
49060000;71197
52104910;13219
52121300;13219
53071090;13120
55033000;20401
55039090;20401
55049090;20401
55121900;13235
55164200;13235
56049010;13596
58061000;13596
61046900;14134
63025990;13511
70133300;23192
70172000;23192
72122090;24245
84264990;28224
84514090;28640
84552110;28615
84833029;28151
85079090;27210
85371011;27317
85392190;27406
85399010;27406
90019090;26701
90222120;26604
90303319;26515
91149050;26523
95030039;32400
48101982;17214
53109000;13227
57024900;13529
60019100;13308
61169200;14142
62032990;14126
62044900;14126
65069100;32922
68138990;23991
70099200;23192
70159020;23192
71129200;24423
72042100;24229
72103090;24229
72192100;24229
73201000;29441
80070020;25993
84159010;28241
84211290;28640
84212911;28291
84454031;28631
84672992;28402
84798912;28691
85015210;27104
85232120;18121
85309000;27902
85369040;26108
85406090;26108
87082914;28534
90065200;26701
90219091;26604
91144000;26523
93059900;25501
96131000;32990
52041112;13146
52063300;13111
70193900;23192
72091700;24229
75072000;24491
81101020;24491
83089090;32990
84073390;30911
84322100;28330
84433930;28291
84483250;28631
85392990;27406
87089411;28313
90271000;26515
90292010;26515
92071090;32205
96040000;32990
96091000;32990
48026110;17222
48041100;17222
48042100;17214
48099000;17214
51032000;13120
52051200;13111
52085910;13219
55049010;20401
58042910;13596
60052400;13308
61121900;14126
68029390;23915
70033000;23117
70134290;23192
72193300;24229
74071021;24431
74072110;24431
75089090;25993
82129000;25411
84042000;25225
84193900;28691
84295129;28542
84485929;28631
84592191;28402
84672993;28402
85176261;26311
85359000;27317
85407100;26108
85414013;26108
85431000;27902
87051090;29204
90181490;26604
90221413;26604
91119010;26523
48195000;17494
54012012;13146
69119000;23494
70151091;23192
72199090;24229
74199930;25926
80070090;25314
82053000;25438
83063000;25993
84304130;28526
84401011;28691
84433191;26221
84589100;28402
84769000;28291
85068010;27210
85414019;26108
87085019;28313
90181100;26604
90181910;26604
90184912;32507
90189010;32507
90261029;26515
90262010;26515
90328989;26515
94013090;31021
94036000;31012
95061100;32302
96039000;32914
48070000;17214
48109990;17222
51022000;1598
51072000;13120
52091200;13219
56031230;13545
70091000;23192
72082710;24229
84171090;28216
84195029;28291
84522910;28640
84549010;28615
84591000;28402
84614091;28402
84719090;26213
85044050;27104
85122023;29450
85122029;29450
85176278;26311
85255011;26311
87112020;30911
88040000;13545
90189021;32507
96031000;32914
48103910;17214
55014000;20401
55143011;13235
59111000;13545
61042990;14134
61159400;14215
62149090;14142
63063090;13545
68030000;23915
72089000;24229
72209000;24229
72253000;24229
72286000;24237
73239100;25934
73261900;25322
76041010;24415
83015000;25420
84219991;28291
84292090;28542
84522924;28640
84622900;28402
84831019;29417
85176141;26311
85219010;26400
85308090;27902
85414014;26108
87089412;29441
87089413;29441
90189096;32507
90213980;32507
48026210;17222
48101410;17214
48182000;17427
52054300;13111
56039290;13545
64061000;15408
73151900;28151
73219000;27597
74182000;25934
75051129;24491
76161000;25926
76169900;25314
84099130;29417
84198190;28291
84295219;28542
84335100;28330
84399100;28658
84484920;28631
84796000;28691
85232919;26809
85258022;26400
85411022;26108
87042110;29204
87079090;29301
87085011;29425
90138010;26701
90214000;26604
90279010;26515
91139000;15297
96034010;32914
48026991;17222
48054010;17214
48115910;17222
52062300;13111
54049000;20401
55063000;13138
60041032;13308
60053200;13308
61019010;14126
61151011;14215
62132000;14142
66032000;32990
69091990;23494
72124010;25993
72171090;24245
72209000;25993
76169100;25926
83059000;25993
84284000;28224
84382090;28623
84529081;28640
84807100;25438
85255029;26311
86080090;30326
87089100;29417
88024090;30415
90213930;32507
94060091;16226
48111090;17222
52082900;13219
56049090;13596
56090090;13537
63029300;13235
63062990;13545
69029020;23419
69059000;23427
71012100;3213
72131000;24237
72173010;24245
74072929;24431
84336010;28330
84383000;28623
84412000;28658
84439990;28291
84522929;28640
84604099;28402
84828000;28151
85014011;27104
85073011;27210
85094020;27597
85139000;27406
85181090;26400
85414026;26108
90158010;26515
90183930;32507
90321090;26515
93069000;25501
94038900;31039
48026192;17214
48045990;17222
51121920;13227
54024600;20401
56012291;12204
60012900;13308
62041900;14126
72044900;24211
72151000;24237
72159090;24237
72221910;24237
73044900;24237
74199100;24521
79070010;24491
84171010;28216
84264110;28224
84335300;28330
84719090;26221
84798931;30423
85177029;26311
85232110;26809
85414024;26108
85419090;26108
85471000;23494
90159090;26515
91129000;26523
91149010;26523
94049000;13511
96032900;32914
48045910;17214
52063500;13111
61101100;14223
62081900;14118
68029200;23915
69141000;23494
72069000;24211
73239300;25934
74091900;24431
74102200;24431
81110090;24491
81129200;24491
84041010;25225
84073410;29107
84233090;28291
84543090;28615
84672200;28402
84735090;26221
85014019;27104
85143011;28216
85171290;26329
85287190;26400
85322119;27902
85333190;27902
87032490;29107
88052100;28691
90069900;26701
91099000;26523
91112090;26523
92011000;32205
94019010;31012
94060099;22293
51111120;13227
52041131;13146
52101100;13219
61069000;14126
69109000;23494
73143900;25926
82057000;25438
82077020;25438
84129010;28119
84183000;27511
84194090;28291
84213920;29492
84386000;28623
84454018;28631
84538000;28640
84671900;28402
84705019;28291
84773090;28666
84812090;28135
84818095;28135
87081000;29492
87169090;30997
96089981;32990
48101490;17214
48115130;17222
57011020;13529
72269900;24229
82029100;25438
82089000;25438
84512100;27511
84613090;28402
85014029;27104
85423919;26108
85479000;27902
87084011;28534
90211020;32507
92029000;32205
95045000;26400
96084000;32990
96121019;32990
48194000;17320
51040000;13120
55132390;13235
56022100;13545
61043900;14126
61161000;32922
63079090;13596
68022300;23915
72101200;24229
73030000;24393
73202010;29441
74082919;24431
76141010;25926
78060090;25314
84119900;28119
84295191;28542
84393030;28658
84483919;28631
84623990;28402
84702900;28291
85013420;27104
85322910;27902
87029010;29204
87139000;30920
87163900;29301
91022100;26523
48026199;17214
52103200;13219
53072090;13120
55031100;20401
64019990;15335
64041900;15327
65050090;14142
70072100;23117
72149990;25993
72166190;24245
75081000;25926
84669200;28402
84771099;28666
85211089;26400
85285120;26221
86073000;30326
90200090;32507
94019010;29492
94049000;31047
52114900;13219
53081000;13120
55094200;13138
55143019;13235
61033300;14134
62033900;14126
63041990;13511
64069020;15408
68021000;23915
68061000;23991
69039099;23419
73011000;24237
73061900;24318
73072200;24393
73101010;25918
81072020;24491
84139200;28127
84219110;28640
84248920;28291
84283910;28224
84342010;28623
84433229;26221
84454021;28631
84717021;26221
84831040;28151
85069000;27210
85323090;27902
85351000;27317
87049000;29204
90291090;26515
96138000;29450
48115121;17222
48229000;17494
52053100;13111
53061000;13120
55134919;13235
61045300;14126
61072200;14118
66039000;32990
70133700;23192
71102900;24423
72085200;24229
72106911;24229
72169100;24245
73072100;24318
80011000;24491
82041100;25438
82149010;25411
83113000;25993
84011000;25225
84031010;25217
84159020;28241
84281000;28224
84453010;28631
85043191;27104
85073019;27210
85235110;26809
87042230;29204
87059090;29204
90173090;26515
90282010;26515
91149060;26523
48025693;17214
52095100;13219
54025190;20401
54079200;13235
62046200;14126
63062200;13545
72201220;25993
75051121;24491
76020000;24415
76061290;24415
78020000;24491
78060020;24491
82016000;25438
84049090;25217
84461090;28631
84484990;28631
84659219;28402
84662010;28402
84714110;26213
84824000;28151
87113000;30911
90121090;26515
90189040;32507
48030090;17214
53050090;2209
55094100;13138
61151093;14215
62102000;14126
69091230;23494
72141010;25993
73052000;24318
73219000;28291
84431500;28691
84433910;28291
84659592;28402
84812011;28135
84818091;28135
85071010;27228
85177091;26311
85334099;27902
85340031;26108
86072100;30326
89071000;30113
91021290;26523
48051200;17214
48101989;17222
48131000;17494
48183000;17427
48236100;17494
55092100;13138
55103000;13138
60054300;13308
61103000;14223
62114200;14126
70195900;13235
72029200;24121
84099961;29417
84199031;28216
84439950;28291
84453090;28631
84522922;28640
84798999;28259
85113010;29450
85255024;26311
85339000;27902
87082914;28313
90221311;26604
90221390;26604
90289090;26515
90302030;26515
90304010;26515
91081200;26523
96063000;32990
48103910;17222
48114990;17214
52081200;13219
54075300;13235
63013000;13219
68053090;23991
69099000;23494
71081210;24423
71081290;24423
72025000;24121
73049019;24237
73211900;27597
76031000;24415
80070090;25934
82119210;25438
84184000;27511
84223022;28291
84295111;28542
84424090;28691
84433231;26221
84439110;28291
84439199;28691
84615020;28402
84798110;28691
85041000;27406
85176265;26311
87042220;29204
87059010;29204
89019000;30113
90148090;26515
48115129;17222
48237000;17494
52101990;13219
60063100;13308
64035190;15319
70072900;23117
71131100;32116
76149090;25926
84178090;28216
84295220;28542
84295900;28542
84439919;28291
84771099;28691
84829119;28151
85143021;28216
85255023;26311
85401100;26108
86069200;30318
87084019;28534
